Entity,Code,Year,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
Malta,MLT,2014,170,5.19877676,19.92057775,39.77343182
Martinique,MTQ,2000,40,1.4858841,7.97359725,10.33581048
Martinique,MTQ,2001,36,1.33283969,7.04150941,9.23107693
Martinique,MTQ,2004,43,1.62448054,7.77456299,10.85576226
Martinique,MTQ,2002,37,1.39675349,6.87353653,9.42675159
Martinique,MTQ,2003,47,1.72350568,8.96989666,11.91278825
Martinique,MTQ,2005,45,1.71952618,7.81335089,11.32959037
Martinique,MTQ,2007,61,2.17159131,9.28934708,15.32486195
Martinique,MTQ,2009,61,2.21174764,8.94562509,15.38209373
Martinique,MTQ,2008,52,1.86446755,8.40620525,13.07623445
Martinique,MTQ,2011,58,2.12454212,8.11364409,14.85931686
Martinique,MTQ,2010,72,2.52277505,10.41373825,18.24341273
Martinique,MTQ,2006,70,2.63554217,11.75164555,17.59470349
Martinique,MTQ,2014,56,1.68980084,6.81014698,14.69284091
Martinique,MTQ,2013,71,2.45165746,9.63888129,18.4618905
Mauritius,MUS,2001,120,1.5461925,12.89087749,10.31038557
Mauritius,MUS,2000,82,1.05047399,8.84041181,7.12365802
Mauritius,MUS,2002,109,1.34884296,11.09526623,9.28433137
Mauritius,MUS,2004,122,1.47717641,11.85083773,10.19473617
Mauritius,MUS,2003,132,1.58844765,13.09495645,11.12644275
Mauritius,MUS,2006,122,1.36817315,11.31600432,10.03603925
Mauritius,MUS,2007,114,1.36969843,10.27096439,9.32066268
Mauritius,MUS,2005,109,1.2942294,10.36876336,9.03555033
Mauritius,MUS,2009,144,1.60231445,11.57859573,11.57564645
Mauritius,MUS,2008,143,1.6253694,12.7309604,11.61661908
Mauritius,MUS,2010,130,1.46215274,10.70510195,10.45786126
Mauritius,MUS,2011,129,1.44117976,10.2482512,10.33549497
Mayotte,MYT,2012,7,1.54525386,6.92692843,3.16538695
Mauritius,MUS,2012,140,1.53795452,10.92489697,11.17318436
Mauritius,MUS,2014,157,1.66348803,10.89191645,12.87661009
Mauritius,MUS,2013,159,1.72245694,11.26676637,13.061254
Mayotte,MYT,2013,3,0.72463768,2.74208065,1.31938886
Mayotte,MYT,2014,6,1.02040816,5.15866336,2.56789954
Mexico,MEX,2000,6274,1.43350995,9.91503211,6.34379154
Mexico,MEX,2002,6678,1.45909806,9.87678936,6.56735595
Mexico,MEX,2001,6404,1.45214102,9.78070282,6.38496304
Mexico,MEX,2003,6734,1.43065954,9.63360594,6.53272542
Mexico,MEX,2004,6835,1.44907872,9.42647893,6.53973539
Mexico,MEX,2005,7018,1.42077144,9.33301781,6.62042975
Mexico,MEX,2006,6831,1.38476696,8.80909513,6.3508649
Mexico,MEX,2009,6550,1.18886424,7.62074618,5.82409178
Mexico,MEX,2008,6661,1.24194766,8.01587093,6.0109044
Mexico,MEX,2007,6492,1.29303391,8.0767887,5.94666131
Mexico,MEX,2012,6267,1.06613181,6.59345082,5.34388843
Mexico,MEX,2013,6436,1.07963209,6.55161433,5.41627011
Mexico,MEX,2011,6584,1.14174334,7.15664448,5.69080175
Mexico,MEX,2010,6635,1.14678899,7.44641095,5.81543316
Mexico,MEX,2014,6606,1.06876429,6.52518877,5.48875657
Republic of Moldova,MDA,2000,728,1.76596158,18.36160992,20.00224201
Republic of Moldova,MDA,2004,797,1.91273879,19.41102482,22.11465491
Republic of Moldova,MDA,2001,815,2.03363609,20.33613772,22.44275171
Republic of Moldova,MDA,2002,743,1.77526103,18.75894207,20.50751547
Republic of Moldova,MDA,2003,844,1.95919125,20.6451679,23.36090326
Republic of Moldova,MDA,2005,812,1.81700195,19.57076259,22.58575145
Republic of Moldova,MDA,2006,849,1.96814799,20.18331257,23.68062782
Republic of Moldova,MDA,2008,899,2.14312959,20.68602747,25.18131104
Republic of Moldova,MDA,2007,870,2.02090592,20.28458221,24.32266957
Republic of Moldova,MDA,2009,880,2.08832673,20.10862487,24.68025053
Republic of Moldova,MDA,2010,927,2.12463615,21.06035478,26.02437645
Republic of Moldova,MDA,2013,944,2.48029427,19.92607252,26.52753946
Republic of Moldova,MDA,2012,934,2.36097068,20.24326506,26.23950034
Republic of Moldova,MDA,2011,904,2.30324339,20.05333919,25.39336186
Republic of Moldova,MDA,2014,950,2.40542867,20.26914192,26.71242834
Montenegro,MNE,2003,295,5.17180926,36.3831902,47.5592435
Montenegro,MNE,2001,256,4.71368072,31.67016315,41.33699338
Montenegro,MNE,2002,269,4.87937602,32.67444287,43.43613758
Montenegro,MNE,2000,272,5.02586844,33.00859057,43.92055547
Montenegro,MNE,2004,287,5.03332164,34.72324742,46.13272723
Montenegro,MNE,2005,311,5.3262545,37.21137051,49.89747753
Montenegro,MNE,2006,276,4.62466488,32.05350198,44.21369311
Montenegro,MNE,2007,293,4.90048503,34.15151173,46.79098483
Montenegro,MNE,2008,287,5.02803083,31.79453105,45.64213071
Montenegro,MNE,2009,273,4.65393795,30.89699077,43.2279395
Netherlands,NLD,2000,8559,6.0906445,35.39967205,53.74395161
Netherlands,NLD,2001,8748,6.23179011,35.62169025,54.51764844
Netherlands,NLD,2002,8920,6.26602508,35.77273714,55.23586115
Netherlands,NLD,2004,9323,6.8273857,36.1124901,57.26032763
Netherlands,NLD,2003,8862,6.24365911,34.76696777,54.61839449
Netherlands,NLD,2006,9426,6.96303519,34.99759862,57.6646302
Netherlands,NLD,2007,9773,7.34690502,35.43095751,59.65804762
Netherlands,NLD,2005,9414,6.90165833,35.57673147,57.68378818
Netherlands,NLD,2008,9918,7.33927303,35.12585059,60.30794631
Netherlands,NLD,2011,10544,7.76773414,34.81587465,63.16392056
Netherlands,NLD,2010,10214,7.50709256,34.53273591,61.47311343
Netherlands,NLD,2012,10322,7.33028911,33.22734889,61.60563062
Netherlands,NLD,2013,10277,7.27600977,32.24427866,61.15648538
Netherlands,NLD,2009,9960,7.41982344,34.45054405,60.25266921
Netherlands,NLD,2014,10357,7.43914439,31.77635303,61.41117751
New Zealand,NZL,2001,1435,5.10167804,27.27360755,36.98072364
New Zealand,NZL,2000,1406,5.26236994,27.15306008,36.45083933
New Zealand,NZL,2002,1471,5.18706583,26.87747483,37.34639992
New Zealand,NZL,2003,1466,5.2243327,26.56168547,36.57045925
New Zealand,NZL,2005,1451,5.34615526,24.94144082,35.09849834
New Zealand,NZL,2006,1472,5.18510691,24.96818386,35.17744055
New Zealand,NZL,2008,1634,5.57450873,25.7263731,38.2803367
New Zealand,NZL,2007,1528,5.34247054,24.69708361,36.1387368
New Zealand,NZL,2004,1555,5.42852156,27.77598928,38.0462574
New Zealand,NZL,2013,1656,5.58779862,22.69638362,37.28302227
New Zealand,NZL,2009,1594,5.45815642,24.43335352,36.93688057
New Zealand,NZL,2014,1679,5.38762675,22.33302017,36.75949808
New Zealand,NZL,2010,1650,5.75936333,24.56931156,37.78026084
New Zealand,NZL,2012,1628,5.37701886,22.86939553,36.73036572
New Zealand,NZL,2011,1682,5.55298778,24.16817644,38.18388195
Nicaragua,NIC,2005,142,0.84740705,4.99138661,2.61092285
Nicaragua,NIC,2006,125,0.79536778,4.25566066,2.26705428
Nicaragua,NIC,2007,151,0.87222736,4.94102709,2.70122566
Nicaragua,NIC,2009,170,0.93514495,5.13954796,2.95882396
Nicaragua,NIC,2011,176,0.90150079,4.94911095,2.98151511
Nicaragua,NIC,2010,164,0.85653105,4.74703117,2.81590264
Nicaragua,NIC,2014,182,0.81072654,4.6025153,2.96285154
Nicaragua,NIC,2013,192,0.89799355,4.96923909,3.16703277
Nicaragua,NIC,2008,162,0.88747672,4.96576306,2.85843747
Nicaragua,NIC,2012,211,1.03940887,5.72351512,3.52693829
North Macedonia,MKD,2000,599,3.47185997,25.44852189,29.5598105
North Macedonia,MKD,2006,736,3.95061728,28.17192285,36.07439953
North Macedonia,MKD,2002,608,3.38530067,24.85423261,30.0966707
North Macedonia,MKD,2005,707,3.84113876,27.51805733,34.71037457
North Macedonia,MKD,2003,641,3.55992447,25.68992817,31.62663012
North Macedonia,MKD,2004,652,3.63271674,26.02471054,32.07802636
North Macedonia,MKD,2001,604,3.56995094,25.26326091,29.68231082
North Macedonia,MKD,2007,759,3.87363479,28.19963218,37.14108572
North Macedonia,MKD,2009,798,4.18677859,29.02607028,38.91409202
North Macedonia,MKD,2010,802,4.1960969,28.5788205,39.02668803
North Macedonia,MKD,2008,764,4.02486566,28.09998925,37.32477144
North Macedonia,MKD,2011,767,3.94040586,26.72429015,37.25943497
North Macedonia,MKD,2013,848,4.41482716,28.36991845,41.08463435
North Macedonia,MKD,2012,802,3.98331181,27.29478302,38.91231822
Norway,NOR,2000,1773,4.02789768,24.97238515,39.6646425
Norway,NOR,2001,1812,4.12033563,25.32952178,40.14398664
Norway,NOR,2003,1916,4.50293772,25.84956473,41.97285566
Norway,NOR,2002,1917,4.31747033,26.18538384,42.24178962
Norway,NOR,2006,2007,4.86639833,25.73461546,43.06241347
Norway,NOR,2004,1914,4.63921274,25.80918342,41.6819653
Norway,NOR,2008,2110,5.05801131,26.21283303,44.25138815
Norway,NOR,2007,2100,5.00440865,26.47724486,44.59400661
Norway,NOR,2005,1967,4.77984059,25.57819316,42.54542324
Norway,NOR,2009,2060,4.98282618,25.07496858,42.66136064
Norway,NOR,2010,2167,5.22899474,25.77557155,44.32169904
Norway,NOR,2012,2185,5.21317968,24.63817474,43.53827707
Norway,NOR,2013,2163,5.2528049,23.90536857,42.57735304
Norway,NOR,2011,2184,5.28762347,25.42186111,44.09370478
Norway,NOR,2014,2158,5.34899861,23.47839985,42.00544669
Panama,PAN,2001,187,1.5029738,8.62045123,6.05246941
Panama,PAN,2005,242,1.70626807,9.49015632,7.26679373
Panama,PAN,2000,183,1.54209151,8.76375697,6.03895024
Panama,PAN,2003,245,1.84933575,10.32414206,7.63466299
Panama,PAN,2004,233,1.72925635,9.48597639,7.12678583
Panama,PAN,2006,253,1.76208386,9.46587266,7.45946093
Panama,PAN,2002,213,1.7138719,9.57320533,6.76364828
Panama,PAN,2008,281,1.85908038,9.80657707,7.99157273
Panama,PAN,2007,236,1.59707654,8.58728675,6.83330076
Panama,PAN,2012,250,1.44092219,7.5183577,6.63019881
Panama,PAN,2009,237,1.52922958,7.93964468,6.62156367
Panama,PAN,2010,243,1.46898803,7.74774406,6.67089981
Panama,PAN,2011,264,1.61300177,8.12654339,7.12265509
Panama,PAN,2013,284,1.59846907,8.10182091,7.40463598
Panama,PAN,2014,279,1.53541357,7.68468404,7.15143667
Paraguay,PRY,2001,291,1.58152174,9.42101081,5.36065215
Paraguay,PRY,2000,271,1.455737,9.03743849,5.0909218
Paraguay,PRY,2003,348,1.75944183,10.25959187,6.17789899
Paraguay,PRY,2004,317,1.4549961,8.95399177,5.53175621
Paraguay,PRY,2002,275,1.45241365,8.45238946,4.97111152
Paraguay,PRY,2005,335,1.51796638,9.31326431,5.75196563
Paraguay,PRY,2006,357,1.57074974,9.61963828,6.037331
Paraguay,PRY,2008,387,1.65823978,9.81969928,6.36377509
Paraguay,PRY,2007,372,1.6168992,9.67905994,6.20162586
Paraguay,PRY,2009,446,1.77838032,11.02138898,7.23559419
Paraguay,PRY,2010,476,1.81866809,11.40847135,7.61841351
Paraguay,PRY,2011,460,1.79016189,10.62671513,7.26242095
Paraguay,PRY,2013,504,1.82002022,10.85620288,7.74160727
Paraguay,PRY,2014,473,1.75347544,9.90231693,7.1671814
Paraguay,PRY,2012,459,1.78898546,10.31952351,7.14784818
Peru,PER,2000,1116,1.32238456,7.06898183,4.217696
Peru,PER,2001,1008,1.26301545,6.04818757,3.76129438
Peru,PER,2003,1187,1.34794458,6.71122937,4.33651249
Peru,PER,2004,1304,1.44147331,7.20288867,4.72049647
Peru,PER,2002,1003,1.23534338,5.88240336,3.70097481
Peru,PER,2008,1709,1.87205609,8.13329043,5.98340814
Peru,PER,2007,1526,1.7440598,7.56310569,5.38593583
Peru,PER,2010,1804,1.81609519,8.06791821,6.21475906
Peru,PER,2005,1494,1.67552655,7.94602985,5.36134438
Peru,PER,2006,1374,1.66303558,7.0511016,4.88932198
Peru,PER,2012,1849,1.88767853,7.58422251,6.26635471
Peru,PER,2009,1749,1.82716617,8.09286584,6.07446587
Peru,PER,2011,1877,1.93800851,8.01023011,6.41395436
Peru,PER,2014,1804,1.87022466,6.793642,5.99527576
Peru,PER,2013,1778,1.80295287,6.98738796,5.97165573
Philippines,PHL,2002,6890,1.73859504,17.26676667,8.46798765
Philippines,PHL,2000,6395,1.74283448,16.97413807,8.19958469
Philippines,PHL,2001,6612,1.73164255,16.95492565,8.29893507
Philippines,PHL,2006,7391,1.67597892,15.94755562,8.40950213
Philippines,PHL,2003,6924,1.74702458,16.73602029,8.33694844
Philippines,PHL,2007,7757,1.75532288,16.04548151,8.67620176
Philippines,PHL,2009,8184,1.70220201,15.32796975,8.85578593
Philippines,PHL,2010,8243,1.68825716,14.82580447,8.77224909
Philippines,PHL,2014,8177,1.52272164,12.62584082,8.18729483
Philippines,PHL,2008,7923,1.7164918,15.71868694,8.7159832
Philippines,PHL,2011,8358,1.67682835,14.41986635,8.74541763
Poland,POL,2001,20627,5.67892737,40.16979043,53.92568363
Poland,POL,2000,20002,5.43491256,39.60287608,52.28468412
Poland,POL,2002,21254,5.91233038,40.47415244,55.59173642
Poland,POL,2003,21035,5.7593845,39.49501637,55.07239828
Poland,POL,2005,21515,5.84194306,39.0398025,56.37908738
Poland,POL,2007,22148,5.87128141,38.6261635,58.10688208
Poland,POL,2004,21206,5.83348463,39.08009531,55.54180645
Poland,POL,2006,21775,5.89013379,38.86870221,57.10385456
Poland,POL,2009,22348,5.80558009,37.51695936,58.57408892
Poland,POL,2008,22523,5.9364943,38.53474407,59.09081166
Poland,POL,2010,22374,5.91157214,36.75068018,58.81331944
Poland,POL,2013,22655,5.84928946,34.97160781,59.5688347
Poland,POL,2012,22650,5.8863582,35.70394345,59.51265208
Poland,POL,2011,22251,5.92568329,35.8290989,58.47673199
Poland,POL,2014,23210,6.16521501,34.99282172,61.0690574
Portugal,PRT,2000,2870,2.71233213,17.17874991,27.89143294
Portugal,PRT,2001,2864,2.71258358,16.68742783,27.63752613
Portugal,PRT,2002,3035,2.84469022,17.57784913,29.12771095
Portugal,PRT,2007,3373,3.24676575,18.11949868,31.99290067
Portugal,PRT,2008,3311,3.16031613,17.32697374,31.35958035
Portugal,PRT,2009,3459,3.29541557,18.13114856,32.73012071
Portugal,PRT,2003,3161,2.89606772,18.15187193,30.22328901
Portugal,PRT,2012,3675,3.40375478,18.16912933,34.95058985
Portugal,PRT,2013,4010,3.75201168,19.5983063,38.34643663
Portugal,PRT,2011,3711,3.5958257,18.56462499,35.15016727
Portugal,PRT,2010,3658,3.44308277,18.44178428,34.5972326
Portugal,PRT,2014,3937,3.74171965,18.71345405,37.85190397
Puerto Rico,PRI,2001,594,2.04250052,12.09297145,16.1839808
Puerto Rico,PRI,2002,524,1.87652199,10.53772871,14.30002991
Puerto Rico,PRI,2000,592,2.08707915,12.35994135,16.13536261
Puerto Rico,PRI,2003,582,2.06368343,11.61761137,15.92924133
Puerto Rico,PRI,2008,578,2.00200894,10.8934358,16.01981357
Puerto Rico,PRI,2004,576,1.99225235,11.23937212,15.81545994
Puerto Rico,PRI,2005,545,1.84551827,10.69715103,15.00596522
Puerto Rico,PRI,2006,603,2.13784301,11.79713792,16.64008301
Puerto Rico,PRI,2011,604,2.0297063,10.70738352,16.96695461
Puerto Rico,PRI,2009,611,2.10660599,11.2677081,16.98855011
Puerto Rico,PRI,2007,608,2.08440468,11.66006083,16.81257846
Puerto Rico,PRI,2010,612,2.09948542,11.18294038,17.09573135
Puerto Rico,PRI,2012,646,2.17765043,11.15825072,18.26627593
Puerto Rico,PRI,2013,614,2.11658451,10.26689829,17.52354119
R?union,REU,2001,103,2.78755074,16.86319546,13.75795089
R?union,REU,2002,117,2.92426893,18.40743065,15.38951251
R?union,REU,2003,149,3.68720614,22.89010975,19.31593085
Puerto Rico,PRI,2014,639,2.1192624,10.55093219,18.50204652
R?union,REU,2006,147,3.40120315,19.76281395,18.36260524
R?union,REU,2005,140,3.20733104,19.76339693,17.68574453
R?union,REU,2004,120,3.09278351,17.69226883,15.34793775
R?union,REU,2008,177,4.29820301,22.1800468,21.68272658
R?union,REU,2012,171,4.09090909,17.64767162,20.2610476
R?union,REU,2013,162,3.80907595,16.03404818,19.04730551
R?union,REU,2009,168,4.09356725,19.60721566,20.4001836
R?union,REU,2007,137,3.4413464,17.68743863,16.94014071
R?union,REU,2011,172,4.26375806,18.40388516,20.69141817
R?union,REU,2010,176,4.15486308,20.0406993,21.19156816
R?union,REU,2014,201,4.62175213,18.96538411,23.45497636
Romania,ROU,2000,8507,3.32538504,27.51128785,37.91792399
Romania,ROU,2001,8606,3.31506184,27.60568299,38.40525289
Romania,ROU,2004,8617,3.32844065,27.25142117,39.75854562
Romania,ROU,2002,8587,3.18430948,27.6848576,39.39931891
Romania,ROU,2003,8623,3.23473694,27.62669357,39.67597387
Romania,ROU,2009,9591,3.7288162,29.11168365,44.67172015
Romania,ROU,2005,9035,3.44714442,28.60177094,41.78257072
Romania,ROU,2006,9043,3.5037622,28.39012083,41.8960669
Romania,ROU,2007,9087,3.60645328,28.26995089,42.19140299
Romania,ROU,2008,9336,3.68717467,28.54978253,43.41428622
Romania,ROU,2010,9656,3.71780705,28.92567197,45.05560046
Romania,ROU,2013,9973,4.02990201,29.16136377,49.89320463
Romania,ROU,2012,9920,3.88199062,29.42994197,49.45119641
Romania,ROU,2011,9768,3.88483887,29.11338067,45.74233802
Romania,ROU,2014,10188,3.99584257,29.71790445,51.15369199
Russian Federation,RUS,2001,57018,2.52867589,28.36678164,39.65925344
Russian Federation,RUS,2000,58872,2.64553783,29.51763862,40.74173769
Russian Federation,RUS,2006,51902,2.39543675,25.29100409,36.42571273
Russian Federation,RUS,2002,56245,2.41159693,27.82921464,39.35888839
Russian Federation,RUS,2003,54181,2.29713665,26.72103795,37.76928803
Russian Federation,RUS,2005,52787,2.29116707,25.94738668,36.88461116
Russian Federation,RUS,2004,53769,2.3424655,26.49719924,37.38600091
Russian Federation,RUS,2008,51364,2.47423594,24.71045763,36.18293838
Russian Federation,RUS,2009,51433,2.55816464,24.62095348,36.24358678
Russian Federation,RUS,2007,51912,2.49523539,25.14068259,36.52818849
Russian Federation,RUS,2010,51322,2.53002688,24.07511274,35.92733016
Russian Federation,RUS,2012,49908,2.61800785,22.75461418,34.85153427
Russian Federation,RUS,2014,49730,2.64797483,22.6071513,34.65336355
Russian Federation,RUS,2013,50068,2.67484556,22.59434049,34.88889214
Russian Federation,RUS,2011,50440,2.61928006,23.35476659,35.28237244
Saint Kitts and Nevis,KNA,2001,0,0,,
Saint Kitts and Nevis,KNA,2003,2,0.53908356,,
Saint Kitts and Nevis,KNA,2000,0,0,,
Saint Kitts and Nevis,KNA,2002,1,0.28328612,,
Saint Kitts and Nevis,KNA,2004,4,1.01010101,,
Saint Kitts and Nevis,KNA,2008,4,1.06951872,,
Saint Kitts and Nevis,KNA,2005,1,0.28089888,,
Saint Kitts and Nevis,KNA,2006,3,0.80645161,,
Saint Kitts and Nevis,KNA,2007,0,0,,
Saint Kitts and Nevis,KNA,2009,3,0.84745763,,
Saint Kitts and Nevis,KNA,2011,1,0.26737968,,
Saint Kitts and Nevis,KNA,2012,4,1.17302053,,
Saint Kitts and Nevis,KNA,2010,4,1.1627907,,
Saint Kitts and Nevis,KNA,2013,2,0.56657224,,
Saint Kitts and Nevis,KNA,2014,1,0.24271845,,
Saint Lucia,LCA,2000,8,0.97799511,5.68998339,5.1043521
Saint Lucia,LCA,2001,8,0.86114101,5.52754989,5.05756137
Saint Lucia,LCA,2002,7,0.74468085,6.12432803,4.39168842
Saint Lucia,LCA,2003,12,1.14613181,7.83260371,7.47523827
Saint Lucia,LCA,2006,11,1.10441767,6.98207015,6.65130819
Saint Lucia,LCA,2009,13,1.33470226,7.5614231,7.54844067
Saint Lucia,LCA,2008,21,2.01342282,12.86992506,12.35214192
Saint Lucia,LCA,2004,17,1.58878505,13.22006197,10.50575963
Saint Lucia,LCA,2005,16,1.41093474,10.59118284,9.79090303
Saint Lucia,LCA,2010,18,1.64986251,9.64623722,10.33977655
Saint Lucia,LCA,2011,11,1.13519092,5.95157371,6.26623525
Saint Lucia,LCA,2012,14,1.21633362,7.43017111,7.92545543
Saint Lucia,LCA,2013,17,1.55535224,9.41417127,9.57676339
Saint Lucia,LCA,2014,14,1.07526882,7.03894358,7.8521111
Saint Vincent and the Grenadines,VCT,2001,8,1.05960265,10.05791943,7.41454734
Saint Vincent and the Grenadines,VCT,2000,5,0.71326676,5.57056625,4.63890744
Saint Vincent and the Grenadines,VCT,2002,8,1.04575163,9.91032425,7.40076043
Saint Vincent and the Grenadines,VCT,2005,6,0.73619632,6.54039097,5.52414974
Saint Vincent and the Grenadines,VCT,2003,12,1.5503876,14.63349329,11.07767295
Saint Vincent and the Grenadines,VCT,2004,5,0.63694268,6.92579274,4.60778531
Saint Vincent and the Grenadines,VCT,2007,7,0.93209055,6.72891551,6.45054277
Saint Vincent and the Grenadines,VCT,2006,10,1.30039012,10.85752754,9.20784877
Saint Vincent and the Grenadines,VCT,2009,8,1.02960103,7.88143949,7.38777508
Saint Vincent and the Grenadines,VCT,2010,6,0.7290401,5.67498388,5.54246917
Saint Vincent and the Grenadines,VCT,2011,5,0.57471264,4.36271838,4.6161232
Saint Vincent and the Grenadines,VCT,2008,2,0.24875622,2.44080172,1.8451376
Saint Vincent and the Grenadines,VCT,2012,9,1.04772992,7.85427342,8.29990317
Saint Vincent and the Grenadines,VCT,2013,14,1.53677278,11.9969679,12.88873341
Serbia,SRB,2000,4008,3.85229042,32.40893897,53.32378259
Saint Vincent and the Grenadines,VCT,2014,4,0.40201005,3.11068985,3.67441049
Serbia,SRB,2002,4168,4.0550664,33.26761052,55.57310363
Serbia,SRB,2001,3964,4.00371687,31.74650548,52.82915167
Serbia,SRB,2007,4785,4.65444288,37.34551022,64.82352895
Serbia,SRB,2003,4241,4.08000308,33.51654621,56.69338158
Serbia,SRB,2004,4418,4.23504601,34.91443821,59.19746831
Serbia,SRB,2005,4543,4.25490068,35.75561474,61.05551725
Serbia,SRB,2008,4955,4.82421552,38.70224162,67.41292984
Serbia,SRB,2006,4855,4.71890673,38.1186551,65.50569792
Serbia,SRB,2010,5125,4.965556,39.64766237,70.28793779
Serbia,SRB,2009,5055,4.86057692,39.21749639,69.0497646
Serbia,SRB,2011,5006,4.86326322,37.31337154,69.20004827
Serbia,SRB,2012,5099,4.97949219,37.89201904,70.82852427
Serbia,SRB,2013,5229,5.21335992,38.40055347,72.9886049
Serbia,SRB,2014,5225,5.16064674,38.14831095,73.26354531
Seychelles,SYC,2002,9,1.39103555,15.46211232,10.70447328
Seychelles,SYC,2001,8,1.44404332,4.94857778,9.7070886
Seychelles,SYC,2003,7,1.04790419,16.7417766,8.15755739
Seychelles,SYC,2008,13,1.96078431,8.53134176,14.37274044
Seychelles,SYC,2005,11,1.63447251,19.35325834,12.40862738
Seychelles,SYC,2006,9,1.35542169,18.71498293,10.05294551
Seychelles,SYC,2007,12,1.9047619,13.42886378,13.32030903
Seychelles,SYC,2009,8,1.16959064,11.90215199,8.81037863
Seychelles,SYC,2010,5,0.75301205,6.86903986,5.4786115
Seychelles,SYC,2004,17,2.78232406,18.42394902,19.45235889
Seychelles,SYC,2011,7,1.01744186,10.97777047,8.00548948
Seychelles,SYC,2012,7,1.07526882,13.14164709,7.92725049
Seychelles,SYC,2013,7,0.9762901,2.93269682,7.78218768
Seychelles,SYC,2014,10,1.37931034,9.28921787,10.94582909
Singapore,SGP,2000,898,6.10261638,30.76811372,27.43324983
Singapore,SGP,2001,947,6.55408679,30.90229021,28.4734959
Singapore,SGP,2008,1104,6.83083777,27.43939871,30.30718972
Singapore,SGP,2002,948,6.35900188,29.64496142,28.02329362
Singapore,SGP,2005,989,6.47039581,26.77670107,27.90710799
Singapore,SGP,2007,1022,6.36998255,26.50081,28.52278753
Singapore,SGP,2003,893,5.88739451,26.67363132,25.97289279
Singapore,SGP,2004,1005,6.73411954,28.22869826,28.83870412
Singapore,SGP,2006,1043,6.76657584,26.91455424,28.90477774
Singapore,SGP,2010,1048,6.36115326,23.33639263,27.78587905
Singapore,SGP,2009,1127,7.0380316,26.34064651,30.18301567
Singapore,SGP,2011,1101,6.51980814,23.33800713,29.05549838
Singapore,SGP,2012,1183,6.84883923,23.88706687,30.98318579
Singapore,SGP,2013,1209,6.78832117,23.1783021,31.44546942
Singapore,SGP,2014,1226,6.72259692,22.50392994,31.67353831
Slovakia,SVK,2004,2046,3.94584587,28.51752107,38.01155358
Slovakia,SVK,2000,2249,4.26560959,33.29678539,41.64291194
Slovakia,SVK,2001,2106,4.05155829,30.98865811,39.1465822
Slovakia,SVK,2003,2002,3.83304614,28.40285316,37.21915987
Slovakia,SVK,2005,2089,3.90649836,28.59597564,38.77648946
Slovakia,SVK,2002,2020,3.91989443,29.17413425,37.55478211
Slovakia,SVK,2006,2026,3.80105439,27.3177954,37.57987114
Slovakia,SVK,2008,2061,3.87668347,26.85207803,38.1174528
Slovakia,SVK,2007,2023,3.75631313,26.70468857,37.47846794
Slovakia,SVK,2009,2059,3.89129325,26.33673168,38.00032999
Slovakia,SVK,2010,2113,3.95359716,26.46671629,38.90610684
Slovakia,SVK,2012,2196,4.1878826,26.16359844,40.60967024
Slovakia,SVK,2013,2231,4.28346517,25.94677715,41.21260374
Slovakia,SVK,2014,2174,4.23410264,24.64516765,40.12070167
Slovenia,SVN,2001,948,5.12210936,31.02947267,47.58952528
Slovenia,SVN,2003,1013,5.20795846,31.46292356,50.73185585
Slovenia,SVN,2004,1040,5.61464126,31.60690636,52.07801286
Slovenia,SVN,2002,948,5.06924763,30.49467815,47.50170114
Slovenia,SVN,2000,931,5.0086077,30.96582572,47.08609878
Slovenia,SVN,2005,1079,5.73173971,32.47990199,53.91996658
Slovenia,SVN,2006,1057,5.81408141,31.38792462,52.62591884
Slovenia,SVN,2007,1129,6.07511838,32.38924278,55.90752924
Slovenia,SVN,2008,1096,5.98645401,31.00884116,53.74132281
Slovenia,SVN,2009,1030,5.49333333,28.22016618,50.43247068
Slovenia,SVN,2013,1072,5.54463639,27.30470889,52.06122633
Slovenia,SVN,2011,1112,5.94684208,29.40449564,54.1779375
Slovenia,SVN,2012,1122,5.82645272,29.13870113,54.56503111
Slovenia,SVN,2010,1121,6.0239669,30.06113149,54.70264647
Slovenia,SVN,2014,1169,6.1897702,28.98116432,56.70289864
South Africa,ZAF,2001,4397,0.97086307,16.09271184,9.64862207
South Africa,ZAF,2000,4194,1.01368989,15.88577049,9.32669283
South Africa,ZAF,2002,4327,0.86627667,15.51413224,9.37576251
South Africa,ZAF,2006,4541,0.74787873,15.36765402,9.36492197
South Africa,ZAF,2004,4629,0.81570151,16.07656749,9.78820556
South Africa,ZAF,2007,4689,0.78002705,15.40034029,9.54605661
South Africa,ZAF,2005,4620,0.78144425,16.03393417,9.64900169
South Africa,ZAF,2003,4348,0.7865071,15.29103727,9.30666701
South Africa,ZAF,2008,4529,0.76493946,14.51925001,9.28206534
South Africa,ZAF,2009,4787,0.83590461,15.12912776,9.48352508
South Africa,ZAF,2010,4712,0.86640581,14.78304347,9.20007676
South Africa,ZAF,2011,4822,0.93724611,14.57038322,9.27240735
South Africa,ZAF,2012,5139,1.04642639,14.96368783,9.72693821
South Africa,ZAF,2014,5248,1.15757897,14.46213773,9.6215571
South Africa,ZAF,2013,5155,1.12325764,14.50896149,9.60193041
Spain,ESP,2000,17363,4.81782286,26.25310405,43.2200288
Spain,ESP,2002,18114,4.91403024,26.24315416,43.84468139
